Division;Polling Place;Informal Vote
Fisher;Yarraman;23
Fisher;ABSENT;135
Fisher;POSTAL;15
Fisher;PRE POLL;39
Fisher;PROVISIONAL;6
Forde;Acacia Ridge;52
Forde;Acacia Ridge South;51
Forde;Algester;55
Forde;Beenleigh;126
Forde;Beenleigh Central;13
Forde;Berrinba East;33
Forde;Bethania;45
Forde;Brisbane City (Forde);7
Forde;Calamvale;25
Forde;Coopers Plains (Forde);20
Forde;Eight Mile Plains (Forde);34
Forde;Harris Fields;96
Forde;Kingston;120
Forde;Kuraby;20
Forde;Loganholme;47
Forde;Loganlea;33
Forde;Mabel Park;95
Forde;Marsden East;24
Forde;Mount Warren Park;60
Forde;Runcorn (Forde);74
Forde;Runcorn Central;2
Forde;Runcorn Heights;57
Forde;Shailer Park (Forde);14
Forde;Slacks Creek (Forde);16
Forde;Special Hospital Team;0
Forde;Special Hospital Team 1;2
Forde;Special Hospital Team 2;6
Forde;Special Hospital Team 3;4
Forde;Sunnybank (Forde);12
Forde;Sunnybank Hills;74
Forde;Warrigal Road;76
Forde;Waterford;11
Forde;Waterford West;60
Forde;Woodridge;137
Forde;Woodridge North;54
Forde;ABSENT;146
Forde;POSTAL;21
Forde;PRE POLL;56
Forde;PROVISIONAL;9
Griffith;Balmoral;10
Griffith;Belmont School;105
Griffith;Brisbane City (Griffith);33
Griffith;Bulimba;112
Griffith;Buranda;36
Griffith;Camp Hill;69
Griffith;Camp Hill High;53
Griffith;Cannon Hill;103
Griffith;Carina;60
Griffith;Carina Heights;71
Griffith;Carindale;127
Griffith;Cavendish Road (Griffith);19
Griffith;Chatsworth Road;26
Griffith;Coorparoo;104
Griffith;Coorparoo High School;13
Griffith;Dutton Park;40
Griffith;East Brisbane;68
Griffith;Greenmeadows (Griffith);6
Griffith;Greenslopes School (Griffith);39
Griffith;Gumdale;36
Griffith;Hawthorne;37
Griffith;Hemmant;18
Griffith;Holland Park (Griffith);10
Griffith;Holland Park School;29
Griffith;Kangaroo Point;36
Griffith;Majestic Park;16
Griffith;Mater Hospital;58
Griffith;Morningside;54
Griffith;Murarrie;45
Griffith;Norman Creek;36
Griffith;Norman Park;27
Griffith;Princess Alexandra Hospital;16
Griffith;Prison Mobile Team 1;0
Griffith;Regina Caeli;15
Griffith;Seven Hills College;50
Griffith;South Brisbane;78
Griffith;Special Hospital Team 1;1
Griffith;Special Hospital Team 2;1
Griffith;St James;31
Griffith;Tingalpa;73
Griffith;West End;154
Griffith;ABSENT;139
Griffith;POSTAL;32
Griffith;PRE POLL;35
Griffith;PROVISIONAL;1
Groom;Biddeston;6
Groom;Boodua;0
Groom;Brisbane City (Groom);0
Groom;Cambooya;11
Groom;Charlton;9
Groom;Crows Nest;46
Groom;Darling Heights;78
Groom;Drayton;40
Groom;Felton East;0
Groom;Flagstone Creek;4
Groom;Gabbinbar;7
Groom;Gatton;66
Groom;Gatton South;52
Groom;Geham;10
Groom;Glenvale;23
Groom;Goombungee;9
Groom;Gowrie;15
Groom;Grantham;19
Groom;Greenmount East;12
Groom;Haden;2
Groom;Harlaxton;66
Groom;Harlaxton North;16
Groom;Harristown;47
Groom;Harristown East;52
Groom;Helidon;29
Groom;Highfields;39
Groom;Kingsthorpe;12
Groom;Lawes;1
Groom;Ma Ma Creek;2
Groom;Middle Ridge;44
Groom;Mount Lofty;61
Groom;Mount Sylvia;2
Groom;Newtown;78
Groom;Newtown North;14
Groom;Oakey;64
Groom;Perseverance;1
Groom;Rangeville;64
Groom;Rockville;34
Groom;South End;56
Groom;Southtown;79
Groom;Special Hospital Team 1;2
Groom;Special Hospital Team 2;5
Groom;St Vincents Hospital;32
Groom;Stockyard Creek;1
Groom;The Range;16
Groom;Toowoomba City;46
Groom;Toowoomba East;53
Groom;Toowoomba North;16
Groom;Toowoomba South;19
Groom;Toowoomba Taylor St;57
Groom;Toowoomba West;56
Groom;Tor Street North;52
Groom;Upper Tenthill;15
Groom;Westbrook;8
Groom;Wilsonton;94
Groom;Withcott;38
Groom;Wyreema;10
Groom;ABSENT;86
Groom;POSTAL;26
Groom;PRE POLL;71
Groom;PROVISIONAL;2
Herbert;Aitkenvale;58
Herbert;Alice River;9
Herbert;Allingham;9
Herbert;Annandale;20
Herbert;Arcadia;7
Herbert;Bambaroo;7
Herbert;Belgian Gardens;26
Herbert;Bluewater;33
Herbert;Bohlevale;105
Herbert;Brisbane City (Herbert);2
Herbert;Cordelia;11
Herbert;Cranbrook;57
Herbert;Currajong;81
Herbert;Currajong North;9
Herbert;Cutheringa;24
Herbert;Douglas;9
Herbert;Garbutt;55
Herbert;Heatley;79
Herbert;Hermit Park;56
Herbert;Hermit Park South;32
Herbert;Kelso;52
Herbert;Kirwan;44
Herbert;Kirwan South;82
Herbert;Lavarack Barracks;4
Herbert;Long Pocket;2
Herbert;Mount Louisa;39
Herbert;Mundingburra;89
Herbert;Mundingburra South;18
Herbert;Nelly Bay;11
Herbert;Nome;17
Herbert;North Ward;65
Herbert;Oonoonba;37
Herbert;Pallarenda;6
Herbert;Palm Island;64
Herbert;Picnic Bay;6
Herbert;Pimlico;25
Herbert;Prison Mobile Team 1;1
Herbert;Railway Estate;61
Herbert;Rasmussen;55
Herbert;Rollingstone;12
Herbert;Special Hospital Team 1;3
Herbert;Special Hospital Team 2;4
Herbert;Stuart;16
Herbert;The Weir;68
Herbert;Toobanna;14
Herbert;Townsville City;19
Herbert;Townsville Hospital;14
Herbert;Townsville South;34
Herbert;Townsville West;38
Herbert;Trebonne;11
Herbert;Upper Stone;0
Herbert;Victoria Estate;6
Herbert;Vincent;44
Herbert;Woodstock;5
Herbert;Wulguru;80
Herbert;ABSENT;112
Herbert;POSTAL;64
Herbert;PRE POLL;62
Herbert;PROVISIONAL;11
Hinkler;Abercorn;1
Hinkler;Agnes Water;7
Hinkler;Alloway;7
Hinkler;Ambrose;3
Hinkler;Apple Tree Creek;11
Hinkler;Avoca;54
Hinkler;Avondale;7
Hinkler;Banana;3
Hinkler;Bancroft;2
Hinkler;Bargara;31
Hinkler;Benaraby;8
Hinkler;Biloela;92
Hinkler;Booyal;2
Hinkler;Bororen;6
Hinkler;Boyne Island;37
Hinkler;Bracewell;2
Hinkler;Branyan;11
Hinkler;Brisbane City (Hinkler);3
Hinkler;Builyan;1
Hinkler;Bullyard;5
Hinkler;Bundaberg;49
Hinkler;Bundaberg Base Hospital;9
Hinkler;Bundaberg East;32
Hinkler;Bundaberg North;22
Hinkler;Bundaberg North West;35
Hinkler;Bundaberg South;29
Hinkler;Bundaberg South East;39
Hinkler;Bundaberg West;48
Hinkler;Burnett Heads;33
Hinkler;Calliope;46
Hinkler;Childers;38
Hinkler;Clinton Park;53
Hinkler;Cordalba;7
Hinkler;Cracow;3
Hinkler;Eidsvold;23
Hinkler;Elliott Heads;15
Hinkler;Gin Gin;35
Hinkler;Givelda;1
Hinkler;Gladstone;55
Hinkler;Gladstone South;54
Hinkler;Gladstone Valley;18
Hinkler;Gladstone West;31
Hinkler;Gooburrum;5
Hinkler;Goodwood;5
Hinkler;Goovigen;3
Hinkler;Greycliffe;0
Hinkler;Isis North;0
Hinkler;Jambin;2
Hinkler;Kalkie;15
Hinkler;Kin Kora;46
Hinkler;Lawgi;2
Hinkler;Lowmead;5
Hinkler;Millbank;30
Hinkler;Miriam Vale;12
Hinkler;Monto;24
Hinkler;Moonford;1
Hinkler;Mount Larcom;10
Hinkler;Mount Perry;8
Hinkler;Moura;34
Hinkler;Mulgildie;5
Hinkler;Norville;55
Hinkler;Oakwood;5
Hinkler;Rosedale;9
Hinkler;Sharon;17
Hinkler;South Kolan;11
Hinkler;Special Hospital Team 1;6
Hinkler;Special Hospital Team 2;1
Hinkler;Special Hospital Team 3;0
Hinkler;Special Hospital Team 4;1
Hinkler;Tannum Sands;30
Hinkler;Thabeban;60
Hinkler;Thangool;10
Hinkler;Theodore;30
Hinkler;Toolooa;7
Hinkler;Ubobo;1
Hinkler;Walkervale;41
Hinkler;Wallaville;4
Hinkler;Welcome Creek;14
Hinkler;Woodgate;6
Hinkler;Woongarra;14
Hinkler;Yandaran;8
Hinkler;Yarroon;38
Hinkler;Yarwun;10
Hinkler;ABSENT;116
Hinkler;POSTAL;20
Hinkler;PRE POLL;31
Hinkler;PROVISIONAL;3
Kennedy;Abergowrie;12
Kennedy;Aramac;6
Kennedy;Atherton;78
Kennedy;Atherton Hospital;51
Kennedy;Barcaldine;11
Kennedy;Biboohra;7
Kennedy;Blackall;41
Kennedy;Boulia;6
Kennedy;Brisbane City (Kennedy);1
Kennedy;Burketown;5
Kennedy;Butchers Creek;6
Kennedy;Camooweal;3
Kennedy;Cardwell;25
Kennedy;Charters Towers;34
Kennedy;Charters Towers Central;32
Kennedy;Charters Towers Hospital;16
Kennedy;Chillagoe;4
Kennedy;Cloncurry;35
Kennedy;Croydon;3
Kennedy;Dajarra;2
Kennedy;Dimbulah;15
Kennedy;Doomadgee;6
Kennedy;East Innisfail;49
Kennedy;East Palmerston;6
Kennedy;Einasleigh;0
Kennedy;El Arish;18
Kennedy;Euramo;4
Kennedy;Evelyn;1
Kennedy;Eventide;16
Kennedy;Feluga;1
Kennedy;Flying Fish Point;10
Kennedy;Forsayth;2
Kennedy;Garradunga;5
Kennedy;Georgetown;6
Kennedy;Goondi;15
Kennedy;Goondi Hill;18
Kennedy;Greenvale;3
Kennedy;Halifax;19
Kennedy;Happy Valley;32
Kennedy;Hawkins Creek;5
Kennedy;Healy;43
Kennedy;Herberton;19
Kennedy;Homestead;0
Kennedy;Hughenden;31
Kennedy;Ilfracombe;3
Kennedy;Ingham;109
Kennedy;Ingham Hospital;48
Kennedy;Innisfail;67
Kennedy;Innisfail Hospital;22
Kennedy;Innot Hot Springs;6
Kennedy;Irvinebank;3
Kennedy;Japoonvale;3
Kennedy;Julia Creek;6
Kennedy;Kairi;7
Kennedy;Kalkadoon;30
Kennedy;Karumba;10
Kennedy;Kennedy;11
Kennedy;Kidston;1
Kennedy;Kurrimine Beach;8
Kennedy;Longreach;39
Kennedy;Longreach East;12
Kennedy;Lower Tully;8
Kennedy;Lucinda;7
Kennedy;Macknade;2
Kennedy;Malanda;39
Kennedy;Mareeba (Kennedy);134
Kennedy;Mareeba Hospital;18
Kennedy;Mareeba West;59
Kennedy;Maxwelton;0
Kennedy;Mckinlay;2
Kennedy;Mena Creek;7
Kennedy;Millaa Millaa;11
Kennedy;Mingela;1
Kennedy;Mission Beach;7
Kennedy;Moresby;6
Kennedy;Mornington Island;24
Kennedy;Mount Garnet;13
Kennedy;Mount Isa;91
Kennedy;Mount Isa Hospital;16
Kennedy;Mount Isa West;24
Kennedy;Mount Surprise;1
Kennedy;Mourilyan;23
Kennedy;Mundoo;21
Kennedy;Murray Upper;10
Kennedy;Mutchilba;5
Kennedy;Muttaburra;4
Kennedy;Normanton;36
Kennedy;Pentland;2
Kennedy;Prairie;0
Kennedy;Prison Mobile Team 1;0
Kennedy;Queenton;32
Kennedy;Ravenshoe;35
Kennedy;Ravenswood;2
Kennedy;Richmond;12
Kennedy;Richmond Hill;27
Kennedy;Silkwood;5
Kennedy;Silkwood East;3
Kennedy;Soldiers Hill;30
Kennedy;South Johnstone;14
Kennedy;South Mission Beach;12
Kennedy;Special Hospital Team 1;0
Kennedy;Special Hospital Team 2;2
Kennedy;Special Hospital Team 3;2
Kennedy;Special Hospital Team 4;0
Kennedy;Special Hospital Team 5;1
Kennedy;Special Hospital Team 6;0
Kennedy;Special Hospital Team 7;4
Kennedy;Sunset;54
Kennedy;Tarzali;5
Kennedy;Tolga;28
Kennedy;Townview;46
Kennedy;Tully;50
Kennedy;Tully Hospital;23
Kennedy;Upper Barron;9
Kennedy;Walkamin;8
Kennedy;Winton;28
Kennedy;Wondecla;10
Kennedy;Yungaburra;20
Kennedy;ABSENT;119
Kennedy;POSTAL;21
Kennedy;PRE POLL;28
Kennedy;PROVISIONAL;9
Leichhardt;Alexandra Bay;9
Leichhardt;Aloomba;5
Leichhardt;Aurukun;22
Leichhardt;Babinda;47
Leichhardt;Badu Island;13
Leichhardt;Balaclava;67
Leichhardt;Bamaga;12
Leichhardt;Bayview Heights;105
Leichhardt;Bellenden Ker;5
Leichhardt;Bloomfield;20
Leichhardt;Boigu Island;5
Leichhardt;Bramston Beach;1
Leichhardt;Brisbane City (Leichhardt);0
Leichhardt;Bungalow;26
Leichhardt;Cairns;90
Leichhardt;Cairns Base Hospital;11
Leichhardt;Cairns North;55
Leichhardt;Cairns South;44
Leichhardt;Cairns West;113
Leichhardt;Caravonica;70
Leichhardt;Clifton Beach;33
Leichhardt;Coconut Island;0
Leichhardt;Coen;1
Leichhardt;Cooktown;21
Leichhardt;Daintree;2
Leichhardt;Darnley Island;4
Leichhardt;Dauan Island;1
Leichhardt;Earlville;71
Leichhardt;Edge Hill;133
Leichhardt;Edmonton;48
Leichhardt;Emerald Creek;6
Leichhardt;Freshwater;31
Leichhardt;Gordonvale;84
Leichhardt;Hambledon;26
Leichhardt;Hammond Island;1
Leichhardt;Holloways Beach;35
Leichhardt;Hopevale;16
Leichhardt;Horn Island;9
Leichhardt;Injinoo;10
Leichhardt;Julatten;4
Leichhardt;Kowanyama;44
Leichhardt;Kubin;2
Leichhardt;Kuranda;54
Leichhardt;Laura;2
Leichhardt;Lockhart River;11
Leichhardt;Mabuiag Island;3
Leichhardt;Machans Beach;16
Leichhardt;Mareeba (Leichhardt);11
Leichhardt;Mcdonnell Creek;7
Leichhardt;Miallo;7
Leichhardt;Miriwinni;21
Leichhardt;Mossman;62
Leichhardt;Mount Molloy;6
Leichhardt;Murray Island;5
Leichhardt;New Mapoon;7
Leichhardt;Parramatta;92
Leichhardt;Pormpuraaw;27
Leichhardt;Port Douglas;44
Leichhardt;Redlynch;18
Leichhardt;Rocky Point;8
Leichhardt;Saibai Island;2
Leichhardt;Special Hospital Team 1;0
Leichhardt;St Pauls;6
Leichhardt;Stephen Island;0
Leichhardt;Stratford;19
Leichhardt;Tamwoy;6
Leichhardt;Thursday Island;32
Leichhardt;Trinity Beach;78
Leichhardt;Warraber Island;2
Leichhardt;Weipa North;33
Leichhardt;Weipa South;62
Leichhardt;White Rock;60
Leichhardt;Whitfield;46
Leichhardt;Yam Island;4
Leichhardt;Yarrabah;83
Leichhardt;Yorke Island;1
Leichhardt;Yorkeys Knob;39
Leichhardt;ABSENT;97
Leichhardt;POSTAL;23
Leichhardt;PRE POLL;56
Leichhardt;PROVISIONAL;11
Lilley;Albion;61
Lilley;Ascot;30
Lilley;Aspley (Lilley);16
Lilley;Aspley East;47
Lilley;Aspley West (Lilley);3
Lilley;Banyo;47
Lilley;Banyo East;50
Lilley;Boondall;132
Lilley;Boondall North;8
Lilley;Brighton;59
Lilley;Brighton South;58
Lilley;Brisbane City (Lilley);10
Lilley;Chermside (Lilley);0
Lilley;Chermside East;31
Lilley;Clayfield;24
Lilley;Clayfield West;41
Lilley;Deagon;38
Lilley;Eventide Home;38
Lilley;Freemasons Homes;8
Lilley;Geebung;52
Lilley;Hamilton;48
Lilley;Hendra;33
Lilley;Hendra East;26
Lilley;Kalinga;26
Lilley;Kedron;44
Lilley;Lutwyche (Lilley);13
Lilley;Lutwyche East;38
Lilley;Nashville;32
Lilley;Northgate;31
Lilley;Northgate South;25
Lilley;Nudgee;19
Lilley;Nudgee Beach;3
Lilley;Nundah;93
Lilley;Nundah North;20
Lilley;Nundah West;16
Lilley;Pinkenba;8
Lilley;Sandgate;80
Lilley;Shorncliffe;41
Lilley;Special Hospital Team 1;10
Lilley;Special Hospital Team 2;4
Lilley;Virginia;48
Lilley;Wavell Heights;36
Lilley;Wavell Heights West;43
Lilley;Whinstanes;12
Lilley;Wooloowin;31
Lilley;Zillmere;51
Lilley;Zillmere East;72
Lilley;Zillmere North;12
Lilley;ABSENT;140
Lilley;POSTAL;30
Lilley;PRE POLL;38
Lilley;PROVISIONAL;5
McPherson;Brisbane City (McPherson);0
McPherson;Broadbeach (McPherson);81
McPherson;Burleigh Heads;133
McPherson;Burleigh North;18
McPherson;Burleigh Park;47
McPherson;Burleigh Waters;86
McPherson;Burleigh West;25
McPherson;Coolangatta;23
McPherson;Coolangatta South;19
McPherson;Currumbin;72
McPherson;Currumbin Valley;6
McPherson;Elanora;103
McPherson;Elanora High;25
McPherson;Florida Gardens;22
McPherson;Ingleside;1
McPherson;Kirra;37
McPherson;Mermaid Beach;32
McPherson;Mermaid Waters (McPherson);94
McPherson;Mermaid Waters South;88
McPherson;Merrimac (McPherson);19
McPherson;Merrimac Central;51
McPherson;Miami;80
McPherson;Moana Park;54
McPherson;Mudgeeraba;70
McPherson;Palm Beach;54
McPherson;Palm Beach North;100
McPherson;Palm Beach South;64
McPherson;Robina;88
McPherson;Special Hospital Team 1;3
McPherson;Springbrook;8
McPherson;Surfers Paradise (McPherson);10
McPherson;Tallai (McPherson);33
McPherson;Tallebudgera;21
McPherson;Tugun;89
McPherson;ABSENT;88
McPherson;POSTAL;19
McPherson;PRE POLL;56
McPherson;PROVISIONAL;12
Maranoa;Acland;4
Maranoa;Allora;19
Maranoa;Amby;1
Maranoa;Amiens;9
Maranoa;Anakie;1
Maranoa;Applethorpe;13
Maranoa;Augathella;20
Maranoa;Ballandean;9
Maranoa;Bell;12
Maranoa;Bollon;3
Maranoa;Bongeen;1
Maranoa;Bowenville;2
Maranoa;Brigalow;0
Maranoa;Bringalily South;1
Maranoa;Brisbane City (Maranoa);1
Maranoa;Broadwater Crossing;17
Maranoa;Brookstead;5
Maranoa;Brymaroo;1
Maranoa;Bungunya;1
Maranoa;Burncluith;2
Maranoa;Burra Burri;2
Maranoa;Bymount;1
Maranoa;Canaga;1
Maranoa;Cecil Plains;6
Maranoa;Charleville;64
Maranoa;Charleville Hospital;13
Maranoa;Chinchilla;55
Maranoa;Chinchilla Hospital;20
Maranoa;Clifton;16
Maranoa;Clintonvale;6
Maranoa;Comet;4
Maranoa;Condamine;9
Maranoa;Cooranga North;0
Maranoa;Cottonvale;7
Maranoa;Cunnamulla;19
Maranoa;Cunnamulla Hospital;18
Maranoa;Dalby;72
Maranoa;Dalby Hospital;10
Maranoa;Dalby North;43
Maranoa;Dalby South;52
Maranoa;Dalveen;3
Maranoa;Dirranbandi;10
Maranoa;Drillham;4
Maranoa;Dulacca;2
Maranoa;Dunkeld;0
Maranoa;Emerald;53
Maranoa;Emerald North;24
Maranoa;Eulo;3
Maranoa;Eumamurrin;1
Maranoa;Flinton;1
Maranoa;Formartin;2
Maranoa;Gindie;0
Maranoa;Glen Aplin;7
Maranoa;Glenmorgan;2
Maranoa;Glennie Heights;21
Maranoa;Goomburra;0
Maranoa;Goondiwindi;101
Maranoa;Goondiwindi West;16
Maranoa;Guluguba;1
Maranoa;Hannaford;7
Maranoa;Haystack;2
Maranoa;Hebel;0
Maranoa;Hodgson;0
Maranoa;Hopeland;2
Maranoa;Inglestone;1
Maranoa;Inglewood;37
Maranoa;Injune;12
Maranoa;Isisford;1
Maranoa;Jackson;0
Maranoa;Jandowae;41
Maranoa;Jimbour;2
Maranoa;Jondaryan;8
Maranoa;Jundah;4
Maranoa;Kaimkillenbun;8
Maranoa;Karara;2
Maranoa;Kilbirnie;1
Maranoa;Killarney;12
Maranoa;Kindon;0
Maranoa;Kogan;2
Maranoa;Kooroongarra;1
Maranoa;Kulpi;6
Maranoa;Kupunn;0
Maranoa;Leyburn;3
Maranoa;Macalister;2
Maranoa;Maclagan;4
Maranoa;Maryvale;5
Maranoa;Massie;1
Maranoa;Meandarra;5
Maranoa;Miles;35
Maranoa;Miles Hospital;0
Maranoa;Millmerran;50
Maranoa;Mitchell;27
Maranoa;Moonie;3
Maranoa;Morven;3
Maranoa;Mount Tyson;4
Maranoa;Muckadilla;2
Maranoa;Mungallala;3
Maranoa;Mungindi;1
Maranoa;Murrays Bridge;4
Maranoa;Nobby;5
Maranoa;Orion;3
Maranoa;Peranga;0
Maranoa;Pilton;2
Maranoa;Pittsworth;63
Maranoa;Pratten;1
Maranoa;Quilpie;22
Maranoa;Quinalow;6
Maranoa;Rolleston;6
Maranoa;Roma;50
Maranoa;Roma East;75
Maranoa;Roma Hospital;16
Maranoa;Rubyvale;9
Maranoa;Ryeford;7
Maranoa;Rywung;0
Maranoa;Sapphire;6
Maranoa;Southbrook;2
Maranoa;Special Hospital Team 1;3
Maranoa;Special Hospital Team 2;1
Maranoa;Special Hospital Team 3;1
Maranoa;Special Hospital Team 4;1
Maranoa;Special Hospital Team 5;1
Maranoa;Special Hospital Team 6;2
Maranoa;Special Hospital Team 7;3
Maranoa;Special Hospital Team 8;0
Maranoa;Springsure;22
Maranoa;St George;84
Maranoa;St George Hospital;2
Maranoa;St Ruth;3
Maranoa;Stanthorpe;91
Maranoa;Stanthorpe Hospital;41
Maranoa;Stanthorpe South;16
Maranoa;Surat;18
Maranoa;Talwood;7
Maranoa;Tambo;8
Maranoa;Tara;41
Maranoa;Taroom;25
Maranoa;Texas;26
Maranoa;Thallon;1
Maranoa;Thargomindah;6
Maranoa;The Gums;1
Maranoa;The Summit;22
Maranoa;Toobeah;3
Maranoa;Tummaville;1
Maranoa;Wallangarra;9
Maranoa;Wallumbilla;9
Maranoa;Wandoan;18
Maranoa;Warra;5
Maranoa;Warwick;76
Maranoa;Warwick East;56
Maranoa;Warwick Hospital;19
Maranoa;Warwick West;29
Maranoa;Weengallon;2
Maranoa;Willows Gemfields;0
Maranoa;Windorah;3
Maranoa;Wyandra;0
Maranoa;Yamsion;1
Maranoa;Yangan;15
Maranoa;Yelarbon;5
Maranoa;Yuleba;5
Maranoa;Yumborra;29
Maranoa;ABSENT;134
Maranoa;POSTAL;46
Maranoa;PRE POLL;26
Maranoa;PROVISIONAL;6
Moncrieff;Ashmore;132
Moncrieff;Ashmore North;19
Moncrieff;Ashmore West;49
Moncrieff;Benowa;88
Moncrieff;Biggera Waters;47
Moncrieff;Brisbane City (Moncrieff);0
Moncrieff;Broadbeach (Moncrieff);15
Moncrieff;Chevron Island;31
Moncrieff;Coombabah (Moncrieff);11
Moncrieff;Evandale;49
Moncrieff;Gilston;15
Moncrieff;Harley Park;40
Moncrieff;Isle Of Capri;49
Moncrieff;Labrador;53
Moncrieff;Labrador East;16
Moncrieff;Main Beach;33
Moncrieff;Mermaid Waters (Moncrieff);6
Moncrieff;Merrimac (Moncrieff);34
Moncrieff;Musgrave Hill;104
Moncrieff;Nerang;114
Moncrieff;Nerang Heights;72
Moncrieff;Nerang South;134
Moncrieff;Paradise Point (Moncrieff);44
Moncrieff;Parkwood;96
Moncrieff;Runaway Bay (Moncrieff);54
Moncrieff;Southport;102
Moncrieff;Southport Hospital;14
Moncrieff;Southport North;7
Moncrieff;Southport South;21
Moncrieff;Southport West;35
Moncrieff;Special Hospital Team 1;18
Moncrieff;Special Hospital Team 2;10
Moncrieff;Special Hospital Team 3;7
Moncrieff;Surfers Paradise (Moncrieff);51
Moncrieff;Tallai (Moncrieff);27
Moncrieff;ABSENT;92
Moncrieff;POSTAL;26
Moncrieff;PRE POLL;71
Moncrieff;PROVISIONAL;18
Moreton;Annerley;28
Moreton;Annerley Junction;20
Moreton;Brisbane City (Moreton);21
Moreton;Broadwater;14
Moreton;Cavendish Road (Moreton);22
Moreton;Chelmer;14
Moreton;Coopers Plains (Moreton);87
Moreton;Corinda;30
Moreton;Corinda South;34
Moreton;Fairfield;27
Moreton;Graceville;16
Moreton;Graceville East;50
Moreton;Greenslopes Repatriation Hospita;20
Moreton;Greenslopes School (Moreton);45
Moreton;Holland Park (Moreton);25
Moreton;Holland Park West;48
Moreton;Junction Park;68
Moreton;Macgregor;71
Moreton;Market Square;53
Moreton;Moorooka;38
Moreton;Moorooka School;89
Moreton;Moorvale;33
Moreton;Mount Gravatt;70
Moreton;Mount Gravatt East (Moreton);68
Moreton;Mount Thompson;48
Moreton;Oxley;26
Moreton;Oxley South;61
Moreton;Robertson;48
Moreton;Rocklea;47
Moreton;Runcorn (Moreton);34
Moreton;Salisbury;103
Moreton;Seville Road;29
Moreton;Sherwood;46
Moreton;Special Hospital Team 1;2
Moreton;Special Hospital Team 2;10
Moreton;Special Hospital Team 3;11
Moreton;Special Hospital Team 4;6
Moreton;Special Hospital Team 5;1
Moreton;Sunnybank (Moreton);65
Moreton;Tarragindi;29
Moreton;Tarragindi East;27
Moreton;Tennyson;12
Moreton;Thompson Estate South;17
Moreton;Upper Mt Gravatt (Moreton);34
Moreton;Wellers Hill;60
Moreton;Yeronga;77
Moreton;Yeronga West;51
Moreton;ABSENT;167
Moreton;POSTAL;21
Moreton;PRE POLL;59
Moreton;PROVISIONAL;4
Oxley;Amberley;34
Oxley;Blackstone;19
Oxley;Blair School;73
Oxley;Blenheim;7
Oxley;Booval;26
Oxley;Brassall;36
Oxley;Brassall School;75
Oxley;Brisbane City (Oxley);3
Oxley;Bundamba;48
Oxley;Bundamba School;82
Oxley;Camira;117
Oxley;Carole Park;52
Oxley;Central School;64
Oxley;Churchill;69
Oxley;Collingwood Park;39
Oxley;Dinmore;20
Oxley;East Ipswich School;38
Oxley;Eastern Heights;18
Oxley;Ebbw Vale;11
Oxley;Flinders View;41
Oxley;Forest Hill;27
Oxley;Gailes;58
Oxley;Glenore Grove;21
Oxley;Goodna;189
Oxley;Grandchester;10
Oxley;Harrisville;2
Oxley;Hatton Vale;16
Oxley;Ipswich;35
Oxley;Ipswich Hospital;19
Oxley;Karalee;60
Oxley;Kentville;9
Oxley;Kruger School;166
Oxley;Laidley;84
Oxley;Lake Clarendon;7
Oxley;Leichhardt;36
Oxley;Leichhardt School;72
Oxley;Mutdapilly;6
Oxley;Newtown Ipswich;11
Oxley;North Booval;36
Oxley;North Ipswich;77
Oxley;Peak Crossing;13
Oxley;Prison Mobile Team 1;0
Oxley;Raceview School;95
Oxley;Redbank;21
Oxley;Redbank Plains;90
Oxley;Riverview;48
Oxley;Riverview Gardens;13
Oxley;Rosevale;2
Oxley;Rosewood (Oxley);16
Oxley;Silkstone;66
Oxley;Special Hospital Team 1;0
Oxley;Special Hospital Team 2;3
Oxley;Special Hospital Team 3;3
Oxley;St Josephs;30
Oxley;Thornton;7
Oxley;Tivoli;42
Oxley;Wacol;4
Oxley;Warrill View;2
Oxley;West Ipswich;20
Oxley;ABSENT;128
Oxley;POSTAL;19
Oxley;PRE POLL;41
Oxley;PROVISIONAL;12
Petrie;Albany Creek (Petrie);83
Petrie;Albany Creek South;20
Petrie;Aspley (Petrie);16
Petrie;Aspley West (Petrie);73
Petrie;Bald Hills;86
Petrie;Ballycara;26
Petrie;Bracken Ridge;27
Petrie;Bracken Ridge East;67
Petrie;Bracken Ridge West;46
Petrie;Brisbane City (Petrie);2
Petrie;Carseldine;27
Petrie;Chermside (Petrie);26
Petrie;Chermside Garden Settlement;25
Petrie;Chermside West;68
Petrie;Clontarf;81
Petrie;Clontarf Beach;61
Petrie;Craigslea;29
Petrie;Deception Bay;73
Petrie;Deception Bay North;110
Petrie;Deception Bay South;17
Petrie;Kippa-Ring;108
Petrie;Kippa-Ring North;44
Petrie;Kippa-Ring West;55
Petrie;Mango Hill;17
Petrie;Margate;112
Petrie;McDowall (Petrie);37
Petrie;Redcliffe;101
Petrie;Redcliffe Hospital;39
Petrie;Rothwell;9
Petrie;Scarborough;67
Petrie;Scarborough North;45
Petrie;Somerset Hills (Petrie);7
Petrie;Special Hospital Team 1;14
Petrie;Special Hospital Team 2;0
Petrie;Woody Point;59
Petrie;ABSENT;143
Petrie;POSTAL;23
Petrie;PRE POLL;30
Petrie;PROVISIONAL;4
Rankin;Aratula;7
Rankin;Beaudesert;108
Rankin;Beaudesert Hospital;15
Rankin;Beechmont;10
Rankin;Boonah;37
Rankin;Boronia Heights;94
Rankin;Brisbane City (Rankin);1
